Date,AirTemp,Tdew,Tground,RH,AP,u,Rad,Rad_MJm2d,Sunshine,PET,Precipitation,Discharge
24/06/201401:00,3.79,-0.35,7.15,74.34,1024.69,1.27,73.77,6.373728,0.2,0.092519026,0,105.6666667
24/06/201402:00,4.42,-0.14,6.79,72.24,1024.56,1.08,214.76,18.555264,1,0.092519026,0,103.6666667
24/06/201403:00,4.05,-0.08,6.68,74.41,1024.57,0.63,250.88,21.676032,1,0.092519026,0,84.83333333
24/06/201404:00,4.8,-0.21,6.72,69.94,1024.55,0.95,310.02,26.785728,1,0.092519026,0,77
24/06/201405:00,4.85,-0.14,6.88,70.03,1024.58,1.83,388.38,33.556032,1,0.092519026,0,92.16666667
24/06/201406:00,4.83,-0.01,7.13,70.84,1024.59,2.08,450.72,38.942208,1,0.092519026,0,87.16666667
24/06/201407:00,4.88,-0.05,7.43,70.3,1024.61,2.95,504.69,43.605216,1,0.092519026,0,89.83333333
24/06/201408:00,5.11,-0.19,7.77,68.58,1024.79,1.98,551.22,47.625408,1,0.092519026,0,94.16666667
24/06/201409:00,5.32,-0.09,8.15,68.05,1024.92,3.4,591.79,51.130656,1,0.092519026,0,85
24/06/201410:00,5.44,-0.16,8.58,67.17,1024.93,2.75,589.74,50.953536,1,0.092519026,0,85
24/06/201411:00,6.06,0.05,9.01,65.37,1024.86,4.55,502.71,43.434144,1,0.092519026,0,91.66666667
24/06/201412:00,5.87,1.01,9.43,71.16,1024.72,6.33,538.96,46.566144,0.9,0.092519026,0,109.3333333
24/06/201413:00,6.2,0.35,9.68,66.11,1024.95,2.3,335.77,29.010528,NaN,0.092519026,0,125.8333333
24/06/201414:00,5.52,1.4,9.74,74.82,1025.01,2.5,283.86,24.525504,NaN,0.092519026,0,146.3333333
24/06/201415:00,5.35,1.52,9.64,76.26,1024.86,2.88,238.04,20.566656,NaN,0.092519026,0,149
24/06/201416:00,5.08,1.83,9.48,79.51,1024.88,2.53,146.82,12.685248,NaN,0.092519026,0,148.3333333
24/06/201417:00,4.64,2.26,9.21,84.53,1025,1.98,147.98,12.785472,NaN,0.092519026,0,157.1666667
24/06/201418:00,4.87,2.16,8.93,82.55,1024.88,1.33,117.88,10.184832,NaN,0.092519026,0,147.5
24/06/201419:00,5.03,2.05,8.71,81.07,1024.72,1.15,107.53,9.290592,NaN,0.092519026,0,145.6666667
24/06/201420:00,4.99,2.22,8.5,82.24,1024.56,1,60.31,5.210784,NaN,0.092519026,0,149.8333333
24/06/201421:00,4.88,2.5,8.28,84.49,1024.43,1.52,52.96,4.575744,NaN,0.092519026,0,125
24/06/201422:00,5.05,2.41,8.03,83.06,1024.15,0.65,54.86,4.739904,NaN,0.092519026,0,123.8333333
24/06/201423:00,5,2.45,7.8,83.53,1024.02,0.95,43.91,3.793824,NaN,0.092519026,0,125.5
25/06/201400:00,5.09,2.48,7.59,83.22,1023.78,1.05,57.16,4.938624,NaN,0.058743279,0,107.3333333
25/06/201401:00,5.02,2.5,7.4,83.72,1023.52,1,52.63,4.547232,NaN,0.058743279,0.05,115.1666667
25/06/201402:00,5.23,2.63,7.25,83.34,1023.34,1.93,47.67,4.118688,NaN,0.058743279,0.05,92.83333333
25/06/201403:00,4.7,3.54,7.1,92.24,1023.17,1.02,58.39,5.044896,NaN,0.058743279,0.05,82
25/06/201404:00,4.37,3.61,6.99,94.8,1023.01,1.05,59.9,5.17536,NaN,0.058743279,0.05,74.33333333
25/06/201405:00,4.24,3.6,6.87,95.64,1022.81,1.43,67.32,5.816448,NaN,0.058743279,0.05,84
25/06/201406:00,4.5,3.9,6.77,95.93,1022.6,4.05,89.41,7.725024,NaN,0.058743279,0.05,78.33333333
25/06/201407:00,4.61,3.89,6.72,95.02,1022.48,4.88,203.17,17.553888,NaN,0.058743279,0,72.16666667
25/06/201408:00,4.57,3.56,6.74,93.17,1022.51,3.9,175.31,15.146784,NaN,0.058743279,0,71.33333333
25/06/201409:00,4.49,3.35,6.77,92.28,1022.48,3.8,179.65,15.52176,NaN,0.058743279,0,101.1666667
25/06/201410:00,4.77,2.74,6.81,86.68,1022.37,2.92,222.51,19.224864,NaN,0.058743279,0,109.6666667
25/06/201411:00,5.41,2.73,6.95,82.81,1022.16,1.95,379.92,32.825088,NaN,0.058743279,0,107.8333333
25/06/201412:00,5.31,2.9,7.31,84.44,1021.99,3,238.8,20.63232,NaN,0.058743279,0,122.3333333
25/06/201413:00,5.25,3.25,7.61,86.99,1021.81,3.2,262.86,22.711104,NaN,0.058743279,0.016666667,131.5
25/06/201414:00,4.89,3.25,7.74,89.05,1021.65,0.25,137.88,11.912832,NaN,0.058743279,0.016666667,149.3333333
25/06/201415:00,5.12,3.6,7.74,89.96,1021.33,2.25,66.78,5.769792,NaN,0.058743279,0.016666667,148.3333333
25/06/201416:00,5.9,4.52,7.63,90.81,1020.98,3.38,107.05,9.24912,NaN,0.058743279,0.016666667,134.6666667
25/06/201417:00,5.66,4.49,7.5,92.11,1020.72,6.45,60.1,5.19264,NaN,0.058743279,0.016666667,137.1666667
25/06/201418:00,4.96,3.86,7.31,92.64,1020.71,4.38,47.13,4.072032,NaN,0.058743279,0.016666667,149.8333333
25/06/201419:00,4.84,3.83,7.06,93.19,1020.67,3.88,33.79,2.919456,NaN,0.058743279,0,144.1666667
25/06/201420:00,4.73,3.79,6.8,93.62,1020.51,3.65,25.36,2.191104,NaN,0.058743279,0,144.5
25/06/201421:00,4.86,3.47,6.59,90.67,1020.19,3.88,20.82,1.798848,NaN,0.058743279,0,130.8333333
25/06/201422:00,4.92,2.97,6.37,87.12,1020.01,3.67,22.33,1.929312,NaN,0.058743279,0,132
25/06/201423:00,4.96,2.78,6.18,85.78,1019.75,2.73,26.67,2.304288,NaN,0.058743279,0,130.5
26/06/201400:00,5.07,2.71,6.02,84.73,1019.43,4.1,26.78,2.313792,NaN,0.055233411,0,131.8333333
26/06/201401:00,5.07,2.48,5.89,83.28,1019.22,2.78,36.52,3.155328,NaN,0.055233411,0.016666667,126.5
26/06/201402:00,4.91,2.8,5.8,86.22,1018.98,4.2,58.34,5.040576,NaN,0.055233411,0.016666667,122.5
26/06/201403:00,4.56,3.07,5.74,90.01,1018.74,2.98,74.75,6.4584,NaN,0.055233411,0.016666667,109
26/06/201404:00,4.57,3.09,5.71,90.09,1018.47,1.98,90.3,7.80192,NaN,0.055233411,0.016666667,117.6666667
26/06/201405:00,4.47,3.4,5.72,92.82,1018.26,1.95,62.64,5.412096,NaN,0.055233411,0.016666667,115.1666667
26/06/201406:00,4.39,3.56,5.71,94.33,1017.99,1.23,57.2,4.94208,NaN,0.055233411,0.016666667,108
26/06/201407:00,4.33,3.64,5.69,95.27,1017.75,0,62.33,5.385312,NaN,0.055233411,0.316666667,93.66666667
26/06/201408:00,4.48,3.85,5.69,95.75,1017.68,3.42,58.15,5.02416,NaN,0.055233411,0.316666667,109.1666667
26/06/201409:00,4.93,4.3,5.68,95.69,1017.55,2.55,91.29,7.887456,NaN,0.055233411,0.316666667,113.3333333
26/06/201410:00,5.24,4.52,5.74,95.11,1017.47,3.38,179.69,15.525216,NaN,0.055233411,0.316666667,110.8333333
26/06/201411:00,5.19,4.61,5.91,96.02,1017.33,4.03,154.86,13.379904,NaN,0.055233411,0.316666667,108
26/06/201412:00,5.24,4.74,6.05,96.57,1017.27,5.45,129.65,11.20176,NaN,0.055233411,0.316666667,124.1666667
26/06/201413:00,5.14,4.66,6.1,96.69,1017.4,4.7,105.66,9.129024,NaN,0.055233411,0.1,120.5
26/06/201414:00,5.15,4.69,6.08,96.85,1017.29,4.8,107.88,9.320832,NaN,0.055233411,0.1,148
26/06/201415:00,5.04,4.6,6.06,97.02,1017.09,5.25,104.32,9.013248,NaN,0.055233411,0.1,150.5
26/06/201416:00,5.27,4.82,6.04,96.94,1016.99,4.4,63.74,5.507136,NaN,0.055233411,0.1,161
26/06/201417:00,5.35,4.72,5.99,95.68,1016.97,5.6,63.89,5.520096,NaN,0.055233411,0.1,182.6666667
26/06/201418:00,5.36,4.6,5.92,94.8,1016.96,4.7,56.53,4.884192,NaN,0.055233411,0.1,167.8333333
26/06/201419:00,5.24,4.63,5.85,95.82,1016.89,3.85,46.16,3.988224,NaN,0.055233411,0,155.75
26/06/201420:00,5.24,4.56,5.78,95.35,1016.9,3.83,34.61,2.990304,NaN,0.055233411,0,172
26/06/201421:00,5.26,4.26,5.69,93.19,1016.9,4.55,33.38,2.884032,NaN,0.055233411,0,164.6666667
26/06/201422:00,5.31,4.03,5.61,91.36,1016.81,4.15,37.23,3.216672,NaN,0.055233411,0,152.6666667
26/06/201423:00,5.26,3.92,5.52,91.03,1016.89,2.25,32.49,2.807136,NaN,0.055233411,0,153.5
27/06/201400:00,4.96,3.84,5.43,92.45,1016.89,1.48,28.83,2.490912,NaN,0.042891259,0,144
27/06/201401:00,4.62,3.54,5.37,92.7,1016.9,1.48,27.07,2.338848,NaN,0.042891259,0.083333333,147.5
27/06/201402:00,4.37,3.67,5.29,95.25,1016.91,0.23,19.41,1.677024,NaN,0.042891259,0.083333333,144.6666667
27/06/201403:00,4.17,3.52,5.21,95.51,1016.84,0.8,24.7,2.13408,NaN,0.042891259,0.083333333,132.8333333
27/06/201404:00,4.28,3.67,5.15,95.8,1016.74,0.93,37.41,3.232224,NaN,0.042891259,0.083333333,128
27/06/201405:00,4.34,3.75,5.11,95.97,1016.9,0.2,47.57,4.110048,NaN,0.042891259,0.083333333,126.3333333
27/06/201406:00,4.4,3.82,5.13,95.99,1016.87,1.38,62.97,5.440608,NaN,0.042891259,0.083333333,121.8333333
27/06/201407:00,4.47,3.85,5.16,95.71,1016.99,1.48,98.58,8.517312,NaN,0.042891259,0.133333333,106.5
27/06/201408:00,4.62,3.95,5.25,95.37,1016.91,1.63,92.34,7.978176,NaN,0.042891259,0.133333333,102.6666667
27/06/201409:00,4.77,4.01,5.35,94.82,1017.04,1.4,92.85,8.02224,NaN,0.042891259,0.133333333,105.5
27/06/201410:00,5.06,4.25,5.44,94.47,1017.2,0.93,82.6,7.13664,NaN,0.042891259,0.133333333,117.1666667
27/06/201411:00,4.45,3.76,5.51,95.25,1017.28,1.68,87.94,7.598016,NaN,0.042891259,0.133333333,120.8333333
27/06/201412:00,4.53,3.94,5.56,95.93,1017.37,1.55,102.07,8.818848,NaN,0.042891259,0.133333333,123.6666667
27/06/201413:00,5.02,4.41,5.62,95.9,1017.4,0.6,135.93,11.744352,NaN,0.042891259,0.066666667,112.5
27/06/201414:00,5.6,4.85,5.78,94.86,1017.38,0.75,138.14,11.935296,NaN,0.042891259,0.066666667,115.6666667
27/06/201415:00,5.7,4.92,5.97,94.69,1017.46,0,99.67,8.611488,NaN,0.042891259,0.066666667,118.8333333
27/06/201416:00,5.7,4.97,6.08,95.02,1017.56,1.95,102.24,8.833536,NaN,0.042891259,0.066666667,128.6666667
27/06/201417:00,5.64,5.06,6.16,95.99,1017.46,0.47,129.21,11.163744,NaN,0.042891259,0.066666667,137.5
27/06/201418:00,5.99,5.17,6.26,94.5,1017.31,0,148.82,12.858048,NaN,0.042891259,0.066666667,145.6666667
27/06/201419:00,6.47,5.13,6.4,91.1,1017.35,0,111.61,9.643104,NaN,0.042891259,0.166666667,151
27/06/201420:00,6.38,4.91,6.51,90.32,1017.21,1.33,63.83,5.514912,NaN,0.042891259,0.166666667,135.1666667
27/06/201421:00,5.85,5.07,6.52,94.75,1017.26,0.4,32.86,2.839104,NaN,0.042891259,0.166666667,133.3333333
27/06/201422:00,5.63,4.98,6.44,95.53,1017.27,0.05,23.8,2.05632,NaN,0.042891259,0.166666667,133.8333333
27/06/201423:00,5.68,5.06,6.31,95.78,1017.32,0,18.5,1.5984,NaN,0.042891259,0.166666667,135.5
28/06/201400:00,5.73,5.12,6.2,95.87,1017.29,0.93,29.45,2.54448,NaN,0.088549455,0.166666667,137.8333333
28/06/201401:00,5.9,5.08,6.1,94.42,1017.19,0,43.81,3.785184,NaN,0.088549455,0,138.5
28/06/201402:00,5.87,4.87,6.02,93.31,1017.13,0,63.75,5.508,NaN,0.088549455,0,142.6666667
28/06/201403:00,5.92,4.63,6.01,91.35,1017.01,2.73,62.77,5.423328,NaN,0.088549455,0,141.1666667
28/06/201404:00,5.68,3.86,5.99,88.04,1016.73,2.23,85.9,7.42176,NaN,0.088549455,0,126.8333333
28/06/201405:00,5.42,3.44,5.97,87.15,1016.77,1.65,107.55,9.29232,NaN,0.088549455,0,120.5
28/06/201406:00,5.57,3.33,5.99,85.44,1016.77,1.08,136.98,11.835072,NaN,0.088549455,0,117.6666667
28/06/201407:00,5.49,3.3,6.08,85.79,1016.7,1.45,178.24,15.399936,NaN,0.088549455,0,123.1666667
28/06/201408:00,6.03,3.6,6.26,84.43,1016.52,2.2,230.7,19.93248,NaN,0.088549455,0,108.8333333
28/06/201409:00,5.74,3.59,6.51,86.11,1016.44,2.7,278.11,24.028704,NaN,0.088549455,0,105.6666667
28/06/201410:00,5.96,3.61,6.82,84.73,1016.28,2.13,357.51,30.888864,NaN,0.088549455,0,116.8333333
28/06/201411:00,6.02,3.42,7.2,83.43,1016.13,2.65,378.13,32.670432,0.1,0.088549455,0,111.1666667
28/06/201412:00,6.7,3.67,7.66,81.02,1016.03,3.15,608.49,52.573536,0.7,0.088549455,0,108.6666667
28/06/201413:00,7.06,3.56,8.29,78.39,1015.86,2.85,535.77,46.290528,1,0.088549455,0,122.8333333
28/06/201414:00,7.34,3.22,8.88,75.03,1015.61,3.23,422.47,36.501408,1,0.088549455,0,130.5
28/06/201415:00,7.39,3.16,9.19,74.51,1015.37,3.83,247.12,21.351168,0,0.088549455,0,141.1666667
28/06/201416:00,7.22,3.08,9.17,74.82,1015.02,4,231.05,19.96272,NaN,0.088549455,0,146.6666667
28/06/201417:00,7.33,2.91,9.06,73.4,1014.58,4.2,240.91,20.814624,NaN,0.088549455,0,150
28/06/201418:00,7.21,2.99,8.95,74.59,1014.08,7.22,183.27,15.834528,NaN,0.088549455,0,140.6666667
28/06/201419:00,6.59,3.12,8.77,78.42,1013.66,6.68,158.33,13.679712,NaN,0.088549455,0,150.8333333
28/06/201420:00,6.72,2.82,8.49,76.15,1013.5,7.18,88.01,7.604064,NaN,0.088549455,0,155.3333333
28/06/201421:00,6.51,3.37,8.18,80.29,1013.12,6.4,84.56,7.305984,NaN,0.088549455,0,137
28/06/201422:00,6.52,3.25,7.89,79.58,1012.88,7.68,50.33,4.348512,NaN,0.088549455,0,129.5
28/06/201423:00,6.7,2.52,7.6,74.52,1012.4,6.88,32.51,2.808864,NaN,0.088549455,0,79.16666667
29/06/201400:00,6.57,2.27,7.33,73.92,1011.95,7.9,26.14,2.258496,NaN,0.150319113,0,71.16666667
29/06/201401:00,6.48,2.87,7.07,77.75,1011.52,7.5,33.73,2.914272,NaN,0.150319113,0,75
29/06/201402:00,6.5,3.01,6.87,78.35,1011.08,8.45,54.63,4.720032,NaN,0.150319113,0,85.83333333
29/06/201403:00,6.5,3.08,6.72,78.69,1010.72,9.2,77.4,6.68736,NaN,0.150319113,0,70.83333333
29/06/201404:00,6.26,3.14,6.61,80.44,1010.27,8.88,57.23,4.944672,NaN,0.150319113,0,71.66666667
29/06/201405:00,6.25,3.2,6.49,80.82,1009.97,8.35,66.44,5.740416,NaN,0.150319113,0,70.5
29/06/201406:00,6.3,3.2,6.36,80.44,1009.5,9.73,111.69,9.650016,NaN,0.150319113,0,79.66666667
29/06/201407:00,6.31,3.14,6.28,80.13,1009.17,8.45,90.25,7.7976,NaN,0.150319113,0.05,87.16666667
29/06/201408:00,6.23,3.28,6.22,81.33,1008.85,9.35,81.69,7.058016,NaN,0.150319113,0.05,65
29/06/201409:00,6.28,3.32,6.13,81.31,1008.72,9.25,85.62,7.397568,NaN,0.150319113,0.05,68.5
29/06/201410:00,6.29,3.37,6.06,81.58,1008.47,10.48,162.47,14.037408,NaN,0.150319113,0.05,68
29/06/201411:00,6.06,3.37,6.08,82.82,1008.5,10.2,141.06,12.187584,NaN,0.150319113,0.05,68.83333333
29/06/201412:00,5.7,3.52,6.1,85.85,1008.4,10.73,168.19,14.531616,NaN,0.150319113,0.05,77.33333333
29/06/201413:00,5.71,3.63,6.14,86.43,1008.22,9.6,255.55,22.07952,NaN,0.150319113,0,98.5
29/06/201414:00,5.58,3.54,6.22,86.7,1008.12,10.13,171.4,14.80896,NaN,0.150319113,0,95.33333333
29/06/201415:00,5.68,3.42,6.27,85.36,1007.89,9.63,182.74,15.788736,NaN,0.150319113,0,103.5
29/06/201416:00,5.96,3.33,6.31,83.16,1007.66,9.18,297.13,25.672032,0.1,0.150319113,0,104.1666667
29/06/201417:00,5.88,3.17,6.44,82.68,1007.46,9.28,252.58,21.822912,NaN,0.150319113,0,131.5
29/06/201418:00,5.9,3.17,6.6,82.59,1007.29,9.57,347.24,30.001536,0.5,0.150319113,0,125.1666667
29/06/201419:00,5.62,2.95,6.74,82.92,1007.08,9.05,151.74,13.110336,NaN,0.150319113,0,119.3333333
29/06/201420:00,5.54,2.81,6.7,82.58,1007.05,7.08,79.64,6.880896,NaN,0.150319113,0,120.6666667
29/06/201421:00,5.72,2.63,6.55,80.46,1007.07,6.58,45.59,3.938976,NaN,0.150319113,0,107.6666667
29/06/201422:00,5.52,2.52,6.38,80.93,1006.92,5.63,29.66,2.562624,NaN,0.150319113,0,92.83333333
29/06/201423:00,5.35,2.38,6.21,81.1,1006.77,6.4,31.88,2.754432,NaN,0.150319113,0,107
30/06/201400:00,5.35,2.34,6.05,80.92,1006.73,5.85,29.84,2.578176,NaN,0.057201432,0,87.66666667
30/06/201401:00,5.24,2.32,5.91,81.39,1006.55,5.63,33.83,2.922912,NaN,0.057201432,0,95.66666667
30/06/201402:00,5.16,2.6,5.79,83.51,1006.49,6.28,32.06,2.769984,NaN,0.057201432,0,104.1666667
30/06/201403:00,5.01,2.5,5.69,83.78,1006.5,5.2,36.1,3.11904,NaN,0.057201432,0,92.33333333
30/06/201404:00,4.89,2.54,5.6,84.68,1006.58,3.1,40.45,3.49488,NaN,0.057201432,0,84.5
30/06/201405:00,4.39,2.32,5.54,86.4,1006.48,2.67,52.44,4.530816,NaN,0.057201432,0,65
30/06/201406:00,4.39,2.54,5.49,87.78,1006.34,3.6,63.44,5.481216,NaN,0.057201432,0,47.66666667
30/06/201407:00,4.71,2.81,5.47,87.45,1006.28,3.7,71.18,6.149952,NaN,0.057201432,0,46.66666667
30/06/201408:00,4.82,2.74,5.47,86.42,1006.44,2.42,76.26,6.588864,NaN,0.057201432,0,52.33333333
30/06/201409:00,4.99,2.73,5.49,85.27,1006.7,1.9,75.01,6.480864,NaN,0.057201432,0,44.66666667
30/06/201410:00,4.66,2.59,5.53,86.43,1006.69,2.85,115.92,10.015488,NaN,0.057201432,0,43.16666667
30/06/201411:00,4.73,3,5.63,88.48,1006.69,2.83,130.19,11.248416,NaN,0.057201432,0,46
30/06/201412:00,4.5,2.8,5.73,88.66,1006.62,2.65,101.57,8.775648,NaN,0.057201432,0,48.5
30/06/201413:00,4.43,2.82,5.8,89.31,1006.76,2.58,103.03,8.901792,NaN,0.057201432,0.016666667,41.5
30/06/201414:00,4.32,3.02,5.81,91.2,1006.84,2.35,122.46,10.580544,NaN,0.057201432,0.016666667,33.83333333
30/06/201415:00,4.34,3.01,5.85,91.03,1007,1.3,162.43,14.033952,NaN,0.057201432,0.016666667,40.66666667
30/06/201416:00,4.1,3.15,5.99,93.53,1007.01,0.98,117.2,10.12608,NaN,0.057201432,0.016666667,39.33333333
30/06/201417:00,4.17,3.49,6.09,95.32,1006.97,0.8,111.43,9.627552,NaN,0.057201432,0.016666667,42.5
30/06/201418:00,4.45,3.81,6.13,95.56,1007.08,0.15,120.61,10.420704,NaN,0.057201432,0.016666667,35.33333333
30/06/201419:00,4.56,3.92,6.19,95.61,1007.19,1.83,79.53,6.871392,NaN,0.057201432,0,37.5
30/06/201420:00,4.6,4.07,6.18,96.31,1007.38,1.85,65.06,5.621184,NaN,0.057201432,0,34
30/06/201421:00,4.46,3.98,6.11,96.7,1007.58,1,36.39,3.144096,NaN,0.057201432,0,30.66666667
30/06/201422:00,4.5,4.03,6,96.73,1007.77,1.38,36.93,3.190752,NaN,0.057201432,0,41.16666667
30/06/201423:00,4.51,4.05,5.89,96.77,1007.87,2.05,37.68,3.255552,NaN,0.057201432,0,39.33333333
01/07/201400:00,4.48,4.04,5.8,96.95,1008,1.38,38.59,3.334176,NaN,0.055226327,0,29.5
01/07/201401:00,4.51,4.08,5.71,97.03,1008.1,1.02,31.68,2.737152,NaN,0.055226327,0.033333333,40.66666667
01/07/201402:00,4.29,3.85,5.64,96.96,1008.23,0.95,55.41,4.787424,NaN,0.055226327,0.033333333,36
01/07/201403:00,4.45,3.97,5.61,96.64,1008.41,0.08,64.31,5.556384,NaN,0.055226327,0.033333333,37.5
01/07/201404:00,4.56,3.95,5.62,95.85,1008.66,0.82,52.48,4.534272,NaN,0.055226327,0.033333333,33.66666667
01/07/201405:00,4.6,3.91,5.62,95.26,1009,0,69.01,5.962464,NaN,0.055226327,0.033333333,30.5
01/07/201406:00,4.69,3.84,5.65,94.22,1009.19,0.25,91.19,7.878816,NaN,0.055226327,0.033333333,37
01/07/201407:00,5.04,3.99,5.72,92.96,1009.38,0.13,142.39,12.302496,NaN,0.055226327,0,33.5
01/07/201408:00,5.16,3.88,5.88,91.44,1009.67,0.03,203.82,17.610048,NaN,0.055226327,0,55.5
01/07/201409:00,5.16,3.86,6.14,91.26,1009.96,2.3,236.52,20.435328,NaN,0.055226327,0,52.16666667
01/07/201410:00,5.52,3.86,6.43,89.06,1010.14,1.77,285.46,24.663744,NaN,0.055226327,0,55.5
01/07/201411:00,5.81,4,6.79,88.13,1010.52,1.43,283.57,24.500448,NaN,0.055226327,0,54.33333333
01/07/201412:00,5.8,4.09,7.15,88.73,1010.74,1.45,282.66,24.421824,NaN,0.055226327,0,58.66666667
01/07/201413:00,5.69,3.96,7.48,88.59,1010.96,3,287.95,24.87888,NaN,0.055226327,0,50.5
01/07/201414:00,5.58,3.51,7.71,86.51,1011.38,1.95,266.76,23.048064,0,0.055226327,0,50.83333333
01/07/201415:00,5.94,3.19,7.86,82.49,1011.71,2.05,213.35,18.43344,NaN,0.055226327,0,68.66666667
01/07/201416:00,5.54,2.68,7.94,81.77,1012.1,4.43,187.86,16.231104,NaN,0.055226327,0,49.83333333
01/07/201417:00,5.73,2.38,7.92,79.04,1012.34,5.65,151.37,13.078368,NaN,0.055226327,0,41.83333333
01/07/201418:00,5.24,2.07,7.78,80.07,1012.71,5.03,117.48,10.150272,NaN,0.055226327,0,45.5
01/07/201419:00,5.29,1.73,7.56,77.71,1013.06,3.78,102.55,8.86032,NaN,0.055226327,0,38.83333333
01/07/201420:00,5.06,1.44,7.34,77.43,1013.6,3.17,79.05,6.82992,NaN,0.055226327,0,39.5
01/07/201421:00,4.96,1.01,7.12,75.46,1014.01,1.8,60.04,5.187456,NaN,0.055226327,0,38.16666667
01/07/201422:00,4.73,1.41,6.93,79.11,1014.46,2.2,43.74,3.779136,NaN,0.055226327,0,47.66666667
01/07/201423:00,4.33,1.72,6.71,83.14,1014.65,1.55,39,3.3696,NaN,0.055226327,0,35.83333333
02/07/201400:00,4.15,1.51,6.52,82.89,1014.7,1.52,51.9,4.48416,NaN,0.070656073,0,53.66666667
02/07/201401:00,4.02,1.11,6.35,81.22,1014.89,1.35,57.82,4.995648,NaN,0.070656073,0,42.33333333
02/07/201402:00,4.46,1.02,6.23,78.37,1015.35,0.47,62.73,5.419872,NaN,0.070656073,0,46.33333333
02/07/201403:00,4.41,1.22,6.16,79.82,1015.74,1.38,97.37,8.412768,NaN,0.070656073,0,31.16666667
02/07/201404:00,4.32,2.7,6.15,89.19,1015.89,2.33,91.22,7.881408,NaN,0.070656073,0,36.83333333
02/07/201405:00,4.34,2.44,6.16,87.44,1015.99,1.1,126.89,10.963296,NaN,0.070656073,0,34.5
02/07/201406:00,4.51,2.35,6.22,85.8,1016.09,1.7,181.6,15.69024,NaN,0.070656073,0,56.83333333
02/07/201407:00,5.04,2.12,6.39,81.35,1016.31,2.8,254.32,21.973248,0.2,0.070656073,0,45.33333333
02/07/201408:00,5.18,1.81,6.63,78.82,1016.21,2.42,253.16,21.873024,NaN,0.070656073,0,35.66666667
02/07/201409:00,5.19,1.83,6.87,78.83,1016.53,1.23,210.3,18.16992,NaN,0.070656073,0,34.66666667
02/07/201410:00,4.71,2.63,7.06,86.46,1016.69,0.68,143.27,12.378528,NaN,0.070656073,0,35.83333333
02/07/201411:00,5.05,2.83,7.14,85.48,1016.94,2.35,271.79,23.482656,NaN,0.070656073,0,46.66666667
02/07/201412:00,5.59,2.01,7.33,77.74,1017.18,2.05,303.28,26.203392,NaN,0.070656073,0,39.5
02/07/201413:00,6.12,2.1,7.64,75.4,1016.99,3.8,359.03,31.020192,0,0.070656073,0,50.5
02/07/201414:00,5.96,2.13,7.95,76.37,1016.82,3.05,163.51,14.127264,NaN,0.070656073,0,34.5
02/07/201415:00,5.64,2.11,8.02,77.96,1016.77,3.98,99.63,8.608032,NaN,0.070656073,0,59.66666667
02/07/201416:00,5.65,2.36,7.84,79.41,1016.82,3.35,93.86,8.109504,NaN,0.070656073,0,52.66666667
02/07/201417:00,5.31,2.63,7.62,82.84,1016.77,3.83,55.76,4.817664,NaN,0.070656073,0,49
02/07/201418:00,5.36,2.88,7.38,84.02,1016.62,3.25,36.38,3.143232,NaN,0.070656073,0,54.33333333
02/07/201419:00,5.22,3.14,7.14,86.44,1016.65,4.68,30.95,2.67408,NaN,0.070656073,0.033333333,53.83333333
02/07/201420:00,5.18,3.4,6.89,88.26,1016.58,4.53,25.02,2.161728,NaN,0.070656073,0.033333333,59.83333333
02/07/201421:00,5.3,3.39,6.64,87.47,1016.49,6.1,26.14,2.258496,NaN,0.070656073,0.033333333,58
02/07/201422:00,5.21,3.52,6.44,88.79,1016.43,5.1,23.72,2.049408,NaN,0.070656073,0.033333333,53
02/07/201423:00,4.65,3.43,6.26,91.75,1016.31,4.6,20.06,1.733184,NaN,0.070656073,0.033333333,54.66666667
03/07/201400:00,4.71,3.44,6.08,91.42,1016.17,5.38,17.44,1.506816,NaN,0.050140376,0.033333333,39.66666667
03/07/201401:00,4.7,3.57,5.92,92.44,1016.12,4.5,15.63,1.350432,NaN,0.050140376,0.55,42.16666667
03/07/201402:00,4.68,3.89,5.78,94.63,1016.05,4.05,16.71,1.443744,NaN,0.050140376,0.55,42.33333333
03/07/201403:00,4.63,3.91,5.67,95.07,1015.96,3.73,24.15,2.08656,NaN,0.050140376,0.55,36.33333333
03/07/201404:00,4.75,4.14,5.59,95.82,1015.83,3.65,39.67,3.427488,NaN,0.050140376,0.55,29.5
03/07/201405:00,5.04,4.4,5.56,95.65,1015.82,3.45,52.43,4.529952,NaN,0.050140376,0.55,34.33333333
03/07/201406:00,5.12,4.51,5.57,95.78,1015.69,3.05,69.26,5.984064,NaN,0.050140376,0.55,42.5
03/07/201407:00,5.17,4.58,5.62,95.98,1015.75,2.73,54.31,4.692384,NaN,0.050140376,0.216666667,41.66666667
03/07/201408:00,5.28,4.71,5.66,96.1,1015.95,3.17,61.67,5.328288,NaN,0.050140376,0.216666667,52
03/07/201409:00,5.34,4.79,5.69,96.28,1016.3,1.58,57.84,4.997376,NaN,0.050140376,0.216666667,49.33333333
03/07/201410:00,5.77,5.2,5.73,96.14,1016.57,0.55,67.62,5.842368,NaN,0.050140376,0.216666667,76
03/07/201411:00,6.23,5.57,5.81,95.49,1016.79,0.2,70.63,6.102432,NaN,0.050140376,0.216666667,86.66666667
03/07/201412:00,6.21,5.47,5.93,94.99,1016.82,0.57,77.11,6.662304,NaN,0.050140376,0.216666667,92.16666667
